sample,true_class,true_m1,true_m2,true_mc,true_q,true_chi_eff,recovered_m1,recovered_m2,recovered_mc,recovered_chi_eff,route,confidence,bucket,waveform_n_samples,waveform_duration_s,waveform_peak_strain,waveform_rms_strain
240,BNS,1.5024129936309385,1.4879109188372435,1.3015957153253017,0.9903474777872845,-0.011890536638806974,1.46234441076815,1.444112405476948,1.2650789400832088,-0.03207670512940802,BNS,1.0,match,1048576,256.0,2.4471429312422324e-20,7.798712088195788e-22
241,BBH,22.545026099267407,14.3115539931409,15.557489427347152,0.6347987325508552,0.27159997498617133,22.842387875714685,14.197944915750908,15.589967765603909,0.28496379918604436,BBH,1.0,match,65536,16.0,4.1419587431237013e-19,3.0524679376183706e-20
242,BBH,13.159465644463356,10.506111469701452,10.223150055546208,0.7983691552188319,-0.3132742229278249,13.33318045840881,10.908799139711862,10.488486056265517,-0.3331954669373788,BBH,1.0,match,131072,32.0,2.6895753938518794e-19,1.491473658585367e-20
243,BBH,43.36802235677524,26.944614391573253,29.592269782692263,0.6213014319608187,-0.037097994443472684,42.39401382854771,27.357873261738476,29.506719620513138,-0.033005801404691795,BBH,1.0,match,65536,16.0,7.804409198355533e-19,4.662320533616073e-20
244,BBH,38.619989270933495,9.39587456286693,15.833344678915468,0.24329044984842946,0.5318011990853481,37.22178089016402,9.282613052234069,15.473253457112127,0.5093457050468989,BBH,1.0,match,65536,16.0,3.4282776288781575e-19,3.039175867630496e-20
245,BNS,1.341538262201623,1.0556217434995823,1.0344926988529197,0.7868741229692414,0.002536868673727011,1.3368999987711014,1.0759857569571663,1.0428837857867976,0.006919454129659259,BNS,1.0,match,1048576,256.0,1.74160232071355e-20,6.461433723319003e-22
246,BBH,6.780209377558632,5.192706670829025,5.156347169633868,0.7658622885623595,-0.39224602612835247,6.787870565575703,5.059136750405599,5.09054465308219,-0.39254092368915916,BBH,1.0,match,262144,64.0,1.335607283604643e-19,6.190645172438128e-21
247,BNS,1.339007740602879,1.1111687348454657,1.0609584772687097,0.8298448927152352,-0.043953177407246316,1.308112147738906,1.1146899852417163,1.050547896113001,-0.02580495658602322,BNS,1.0,match,1048576,256.0,1.7797160931376187e-20,6.594033330224036e-22
248,BNS,1.5318238557779342,1.1673019830013143,1.1619584662768352,0.7620340802229522,0.026996813690975677,1.5511065772073251,1.1703807142725595,1.1706309863020408,0.03714569142739222,BNS,1.0,match,1048576,256.0,1.7958173293474296e-20,7.107888938663732e-22
249,BBH,41.28794279581454,16.193365136016904,22.038949182768338,0.3922056668238377,0.3104606613618816,42.56249569071208,16.27648850685231,22.408854017895216,0.2885035360338881,BBH,1.0,match,65536,16.0,5.556014711286113e-19,3.9370484873428e-20
250,BNS,1.7701869494441829,1.615551063958455,1.4718827808751949,0.9126443195537727,0.022382460673488702,1.7419293362931296,1.6223811768518681,1.4632914828803194,0.03134180100353195,BNS,1.0,match,524288,128.0,2.797495033542051e-20,1.2200068663569552e-21
251,BNS,1.4482160875711663,1.1188729376700015,1.1063188095755871,0.7725870105106255,-0.009315747016269546,1.4500321013993827,1.1212792793487325,1.108214718299343,-0.00015136737393706254,BNS,1.0,match,1048576,256.0,1.8809422998927925e-20,6.82541802123211e-22
252,BBH,27.61304222008157,14.44644657167852,17.208870943515738,0.5231747540360602,-0.25339278368630636,27.719728842472048,15.083975570851727,17.639513682075084,-0.25369848490976776,BBH,1.0,match,65536,16.0,4.419627740776129e-19,3.0633535658229295e-20
253,BNS,1.8239123610507963,1.2115162326795583,1.2887121358415945,0.6642403761009531,0.03959136255239889,1.8357345678242538,1.1921609101456476,1.2819133852022133,0.037389105135310345,BNS,1.0,match,1048576,256.0,1.9201591243725774e-20,7.732916367118665e-22
254,BBH,41.82023086822658,26.50898519740837,28.836757783017788,0.6338794561162715,0.035021704395187224,44.08185649723999,26.71800199767477,29.69147923182054,0.009539341728783643,BBH,1.0,match,65536,16.0,7.579652702360864e-19,4.6591802813791404e-20
255,BNS,1.5978560332062037,1.4877914641648855,1.342080491578363,0.931117343018403,-0.021804632658745705,1.5958264788339613,1.5095576273776043,1.3510709404749226,-0.04078879931752896,BNS,1.0,match,524288,128.0,2.241362743586236e-20,1.1307576880751194e-21
256,BNS,1.1859744198757092,1.0601191853104084,0.97582612140471,0.8938803127149315,0.014919454118510929,1.1683304192461001,1.0490613228460317,0.9634994050331094,0.0172985412980694,BNS,1.0,match,1048576,256.0,1.433374987465289e-20,6.161607085652893e-22
257,BBH,26.70692020831015,25.02154366344347,22.501777630524394,0.9368936391122231,-0.6392616020288667,25.793956904808365,24.65203722627386,21.951142742349077,-0.6536695162000881,BBH,1.0,match,65536,16.0,6.043977636433836e-19,3.5620597491942793e-20
258,BBH,23.727275603028087,8.55902913631236,12.100400906074682,0.3607253221781624,0.3637909090775402,23.955545597064162,8.645942388530491,12.220347558278114,0.370565784299165,BBH,1.0,match,131072,32.0,2.9697060750432124e-19,1.758911761012274e-20
259,BNS,1.3390158575732602,1.2222111281274197,1.1134470232083402,0.9127682254207733,0.00024212279648781006,1.2924046355240222,1.2226348596604335,1.0942289654850297,-0.004799604397591352,BNS,1.0,match,1048576,256.0,1.9037900267970262e-20,6.864367901073741e-22
260,BBH,29.172769174706836,12.176133375415528,16.106435359278148,0.4173801020566944,-0.5577578654287781,29.194243541297144,12.218264535561621,16.142014886909386,-0.5847157039798776,BBH,1.0,match,65536,16.0,3.8025770139909076e-19,2.750832908782781e-20
261,BNS,1.6269523404322688,1.2433539550364776,1.235936385776169,0.7642227274501034,-0.007295289291591712,1.6211975108540644,1.2456118864059367,1.2349558718482208,0.008962297604093427,BNS,1.0,match,1048576,256.0,2.283537650966906e-20,7.472794900033503e-22
262,BNS,1.9097975765175446,1.722081430096817,1.5783319155959203,0.9017088780880003,-0.026566289994945348,1.93998740745365,1.7558199446008123,1.6062955946713446,0.003925625136878158,BNS,1.0,match,524288,128.0,2.6127915278437385e-20,1.2904401960260132e-21
263,BBH,30.29041286207905,8.200850556205305,13.183357254435014,0.27074079820391134,0.3193073357631324,29.897084024258454,7.957193116595805,12.888733583187514,0.31865355181816674,BBH,1.0,match,65536,16.0,2.9463626268365633e-19,2.5962452197787016e-20
264,BNS,1.8424550014526675,1.7321387087804385,1.5550429791917253,0.9401253802208189,-0.021170996697575533,1.8638010207588998,1.80786309361909,1.597962051978211,-0.013172847747950788,BNS,1.0,match,524288,128.0,2.926845922939545e-20,1.2750882629820167e-21
265,BBH,13.464690265460808,7.869729986084781,8.897695733306678,0.5844716685590577,0.03128787999314868,13.183562593925021,7.863576027030352,8.805481582114615,0.019624518450871792,BBH,1.0,match,131072,32.0,2.2543209754895305e-19,1.3660410580654058e-20
266,BNS,1.9720701771308857,1.6884050194852807,1.5875664279367971,0.8561586900227343,-0.002918852789600524,1.9914870582974185,1.667451284409535,1.5851390596288177,-0.026760895048188644,BNS,1.0,match,524288,128.0,3.067024953423385e-20,1.296968918000282e-21
267,BNS,1.004857337777279,1.0035434040486066,0.8742069740627672,0.9986924176405193,0.03527513287153931,1.0184258190884097,0.9557493013994922,0.8587898428366625,0.034791182840877,BNS,1.0,match,1048576,256.0,1.1599285165464172e-20,5.631044742681366e-22
268,BBH,24.401793071350177,16.605529430479326,17.459523915336405,0.6805044769425431,0.6997672093854671,24.018792655434368,16.651428817337706,17.351870566437665,0.7020704029989294,BBH,1.0,match,65536,16.0,4.681970893377738e-19,3.505470360929613e-20
269,BBH,17.936285834679033,7.2578622234891315,9.737888693294437,0.40464688678502037,0.29909217154163686,17.7728929972431,7.318301076557969,9.740848152445295,0.28578813953865617,BBH,1.0,match,131072,32.0,2.3525384166331693e-19,1.4796720807228655e-20
270,BBH,16.822831838667508,16.657663840319447,14.573019383605551,0.9901819146780972,-0.4742953322851261,16.63894557095565,15.996640023880833,14.202161986980457,-0.4614409046101752,BBH,1.0,match,65536,16.0,3.7832599988316333e-19,2.7080813701780925e-20
271,BNS,1.8267623598949472,1.1145731837461137,1.2347114409827245,0.6101358382544132,0.0027434424637423622,1.852245267788626,1.165340441862264,1.2722101744898113,0.002647298055014177,BNS,1.0,match,1048576,256.0,1.8375724516084967e-20,7.459928361367962e-22
272,BNS,1.0691381624661145,1.050324347366974,0.9225060244812919,0.9824028214877826,0.00039689073360478163,1.104363901328482,1.0889758585520761,0.9546783861936674,-0.012153614753829855,BNS,1.0,match,1048576,256.0,1.359620873215211e-20,5.883456562679632e-22
273,BNS,1.0237565064571865,1.001337225549074,0.8814084223085827,0.9781009636894062,0.004759281849262477,1.014855978165635,1.0087342650437559,0.8808139764615962,0.018858425070146633,BNS,1.0,match,1048576,256.0,1.2762241604358474e-20,5.667581654443172e-22
274,BNS,1.9890919394999025,1.1484919344613833,1.3060223689936887,0.5773950975590083,0.0045572881194622175,2.0435447090645167,1.1497768523103047,1.3235796832603948,0.01401142052966125,BNS,1.0,match,1048576,256.0,2.274055446604323e-20,7.807496250065926e-22
275,BBH,16.84927770154185,9.959808941706813,11.200643480115568,0.5911119229042919,-0.12141808261062689,16.99063131085649,10.210353702538015,11.392872983329177,-0.10612930674519379,BBH,1.0,match,131072,32.0,2.923668003235322e-19,1.6105746721861057e-20
276,BBH,11.74736650703273,10.884407357978072,9.842455603097486,0.9265402038373421,-0.19698915813738788,11.982237249012629,10.688028455775436,9.848497690963699,-0.203838941708712,BBH,1.0,match,131072,32.0,2.6418462839690873e-19,1.462881006621618e-20
277,BNS,1.0086172571337522,1.0004071683195832,0.8744699101438086,0.9918600551833705,0.03742592299830732,1.0254515945056606,1.0214056868885246,0.8909442910297185,0.06067108148495173,BNS,1.0,match,1048576,256.0,1.1343911142215144e-20,5.632540825219842e-22
278,BNS,1.3592043972677377,1.0039277999058467,1.0145997415541976,0.7386142966605572,0.02634452382607861,1.3544100497590696,0.9900380623831718,1.0056181668140487,0.04992847510279263,BNS,1.0,match,1048576,256.0,1.5834402437585325e-20,6.359820505246074e-22
279,BBH,31.8400294712123,26.26457261883564,25.151516357469223,0.8248915925967459,0.5057856190582486,31.085303231752793,25.11605333628034,24.29710571076725,0.5091972745877734,BBH,1.0,match,65536,16.0,6.798671780045418e-19,4.6115123887473245e-20
280,BBH,46.937496615349836,33.59700721077131,34.47433614184774,0.7157818297404506,0.38710554879155185,47.38841040309321,35.2982956050731,35.52780592568494,0.404957845384336,BBH,1.0,match,65536,16.0,9.259822895058033e-19,5.793267264682997e-20
281,BNS,1.527636360604482,1.0355491331586353,1.0908333583835872,0.677876725026937,0.010517716450452427,1.5203514798155349,1.033171969046742,1.087031175320581,0.02656737722205206,BNS,1.0,match,1048576,256.0,1.7014353146091742e-20,6.745588409098444e-22
282,BBH,8.08793856989865,7.136381225015003,6.611225216589864,0.8823485939389905,0.3048960886036672,8.043664547808453,7.249184658799319,6.645814067468063,0.2849307757148625,BBH,1.0,match,262144,64.0,1.7809064977592498e-19,7.782190422955076e-21
283,BBH,36.37731478234681,35.0271986487212,31.07395219651823,0.9628857670857887,0.20033126276334146,37.194418120385514,34.99567752719416,31.405071137269715,0.18626043087988156,BBH,1.0,match,65536,16.0,8.539932426614836e-19,5.1710430668972775e-20
284,BNS,1.5394377586643895,1.259672065375009,1.2110659453465897,0.8182676163977528,-0.016356685723910948,1.5337942550756887,1.2434422426290908,1.200917190649352,-0.013728374008074327,BNS,1.0,match,1048576,256.0,1.887293872937325e-20,7.350289996847599e-22
285,BNS,1.7202160290026638,1.4620525792079162,1.3796858870905984,0.8499238203562003,0.021421432941726444,1.7400323971336482,1.4367315863959962,1.3751902812059404,0.006122008436674489,BNS,1.0,match,524288,128.0,2.4821702233418185e-20,1.1571080409284615e-21
286,BBH,44.28442469307682,31.676149725712282,32.51414876342245,0.7152887261210001,-0.32049525847357174,42.7762932689294,30.76302085091926,31.494546707448,-0.29517678461395097,BBH,1.0,match,65536,16.0,8.634466661953198e-19,4.7571983324848853e-20
287,BBH,31.611317438826937,14.010364377353516,18.0277263691042,0.44320722805893364,0.11931811124717037,30.434621751306036,13.931700832577274,17.660888252620218,0.1424697491114037,BBH,1.0,match,65536,16.0,4.538876304462528e-19,3.285691263432872e-20
288,BBH,13.686133529271679,8.243259314377436,9.188032430014053,0.6023073862860455,0.44660352058995445,14.184871350411775,7.992301647306229,9.194267265838555,0.4633070760839489,BBH,1.0,match,131072,32.0,2.463812643550388e-19,1.4411988657694373e-20
289,BNS,1.3833427934105078,1.2961345336064678,1.1655688142604783,0.936958315596501,-0.003197783837815385,1.3369737310002017,1.2706498864366083,1.134593482753478,0.009092807358533359,BNS,1.0,match,1048576,256.0,1.910153536332539e-20,7.126263683700914e-22
290,BBH,44.76498267076173,25.76294559995241,29.34189353471743,0.5755155941740036,-0.11541046812913307,45.498540261587486,27.104487253898654,30.36912291967321,-0.1279235294647139,BBH,1.0,match,65536,16.0,7.719037500939374e-19,4.588128041353428e-20
291,BBH,47.77233214112177,40.46470016804241,38.24912313117474,0.8470321283145177,-0.5207488095502916,48.28935378382489,39.794941204739914,38.12658086007235,-0.522001763760132,BBH,1.0,match,65536,16.0,1.0165590693994912e-18,5.1248927164399224e-20
292,BBH,23.88944151944414,7.256314245064256,11.083411882637742,0.3037456626668389,-0.5945068173685106,23.262024651260955,7.233876160059979,10.933591793938087,-0.6150580914488714,BBH,1.0,match,131072,32.0,2.415548428283796e-19,1.4649723486676938e-20
293,BNS,1.2151312180782745,1.0351108528818544,0.9757086975464503,0.8518510902212507,-0.00264862814672803,1.215523205198899,1.0255665867519947,0.9712799390435152,-0.004302035416133888,BNS,1.0,match,1048576,256.0,1.4934765488147482e-20,6.159523004314405e-22
294,BNS,1.8290875833359028,1.5233913155732908,1.4519590754503047,0.832869529842261,0.012881039062025897,1.856968337638213,1.5148582332941936,1.4585887130754795,0.024961317698439796,BNS,1.0,match,524288,128.0,2.780317313396808e-20,1.2061398977706431e-21
295,BBH,40.16596277310897,18.267479107401986,23.226821737888404,0.45479998103349395,-0.5314000211782028,40.252002306072434,18.577280480005225,23.460813410113023,-0.5100442117438794,BBH,1.0,match,65536,16.0,5.761750400803267e-19,3.514424865501413e-20
296,BNS,1.1729273077669315,1.05527890599554,0.9682598786801718,0.8996967663790048,-0.008794793264814525,1.224785728822139,1.0527022549607774,0.9879345719609882,-0.037727238581872144,BNS,1.0,match,1048576,256.0,1.55287217124004e-20,6.120986908874967e-22
297,BBH,36.17472061647484,5.780621332866413,11.686120795594238,0.1597972626838693,-0.33579526112510677,36.525219972804884,5.921405496789388,11.897123003130938,-0.3151716846370602,BBH,1.0,match,65536,16.0,2.1683810113651645e-19,2.0598452357649067e-20
298,BNS,1.6039446649786266,1.2392014954930615,1.2252901684970998,0.7725961640388476,-0.04331627500555061,1.6108802717212507,1.2591496795112607,1.237961354317037,-0.047056758443479826,BNS,1.0,match,1048576,256.0,2.0315602516710958e-20,7.416996030313883e-22
299,BBH,38.79539387971511,32.94118096256275,31.10022069066588,0.8491003098124661,0.1272191422980967,38.628384010249164,34.11539820964151,31.590392031093714,0.10923028992997687,BBH,1.0,match,65536,16.0,8.498114795098255e-19,5.0975117842168785e-20
300,BNS,1.1946282116049223,1.0007579107458877,0.9511190846647225,0.8377149484871284,-0.010529546297757748,1.181678838402287,1.023740444753871,0.9570075371069353,-0.002540281397799552,BNS,1.0,match,1048576,256.0,1.5247945565281325e-20,6.0312500138319e-22
301,BNS,1.8931303060700324,1.5828275893020136,1.505752421532648,0.8360901435188689,-0.02977312159860091,1.8603661712581834,1.5314830325314333,1.4680439810891086,-0.017398381127003322,BNS,1.0,match,524288,128.0,2.4881859387577983e-20,1.2416460170453616e-21
302,BBH,23.50414296720016,17.349607433244632,17.53937272755584,0.7381510339456269,0.13240530176652118,23.275159231706922,17.24138359665522,17.400125829559013,0.14126472137072846,BBH,1.0,match,65536,16.0,4.594903242009852e-19,3.3008374939508416e-20
303,BBH,34.97235346711169,15.526977727623763,19.963190369955495,0.44397863421532296,0.5854822408796114,33.51398653550332,15.647789287661231,19.65540222881009,0.5657706449743043,BBH,1.0,match,65536,16.0,5.030927688899661e-19,3.80990308847032e-20
304,BNS,1.8608861685209939,1.7085675268612892,1.551996805380773,0.9181472546594479,0.03903397513399575,1.9103171342300853,1.7660568460940205,1.598755873629552,0.041764319265930265,BNS,1.0,match,524288,128.0,2.812005712867715e-20,1.274247964528328e-21
305,BNS,1.422495083918152,1.2367552162024884,1.1541144312636848,0.8694267067664954,-0.018253473373854096,1.4871614778829885,1.2525841040243033,1.1872904291292483,-0.0005426417148317554,BNS,1.0,match,1048576,256.0,2.053879018624845e-20,7.066990606499614e-22
306,BBH,28.443903474009808,15.047891005118663,17.83189238003918,0.5290374796436941,-0.19819166556237286,29.22459893668564,14.7496098088898,17.868078346622156,-0.1815904234014798,BBH,1.0,match,65536,16.0,4.636457408161705e-19,3.177348893294159e-20
307,BBH,30.86910689124804,27.323134632983646,25.2731709374229,0.8851287706263461,0.1093448777370327,31.739715718587064,27.49221720654233,25.702566909655996,0.10320895165450038,BBH,1.0,match,65536,16.0,6.836999335601694e-19,4.345500647196263e-20
308,BNS,1.4201628545246385,1.341977137009786,1.2017131746561043,0.9449459494974447,0.010285355927696027,1.4553227831607216,1.3496771634409828,1.2199076796679011,0.0005550882992586505,BNS,1.0,match,1048576,256.0,2.1776123729249388e-20,7.307822241795569e-22
309,BBH,15.15988373298198,13.5413753473862,12.469096852395124,0.8932374143427936,-0.16737918215999897,15.517340019740303,13.298309563586526,12.498058299192797,-0.17984516977851064,BBH,1.0,match,65536,16.0,3.3496978305658047e-19,2.4840682938312555e-20
310,BBH,30.866932905805196,17.086928855940645,19.821192350849213,0.5535674343830603,0.08763869361365396,30.624796625310758,16.4523851112022,19.356157925499435,0.08058057322298877,BBH,1.0,match,65536,16.0,5.109688898144428e-19,3.571648300362763e-20
311,BNS,1.4721444510206463,1.3861364034454582,1.2434629720303179,0.9415763531115726,0.0049595645368052995,1.45203225491582,1.428756148801405,1.2538868669785688,0.0011706865390596888,BNS,1.0,match,1048576,256.0,2.095961674565266e-20,7.514332633409536e-22
312,BBH,38.26275448670251,12.942657785484277,18.83721289709414,0.33825734605652213,0.10589609297782177,38.3317474579494,12.687366420589587,18.64710766375853,0.107803871013272,BBH,1.0,match,65536,16.0,4.430175488137348e-19,3.345453255692271e-20
313,BNS,1.9869445812038946,1.8634293045898835,1.6749375709903207,0.9378365769320185,-0.0017724301568295276,1.973862164600878,1.855455573428296,1.6658509809060587,-0.0005571938352682714,BNS,1.0,match,524288,128.0,3.136435599793235e-20,1.3550071015068086e-21
314,BBH,22.453881128717924,19.17773434491292,18.053797953135483,0.8540944095577803,0.15755276591659492,22.383635742744687,19.806899845800363,18.323366716500924,0.15143762727584562,BBH,1.0,match,65536,16.0,4.755700959782147e-19,3.3973730995089317e-20
315,BBH,48.73974542157966,15.814939570250283,23.4522720103696,0.3244772707255088,-0.44371201722062703,49.99390693079679,15.5534208494918,23.503622452183,-0.44545119593648125,BBH,1.0,match,65536,16.0,5.324971540131832e-19,3.4494978110898123e-20
316,BNS,1.556486090510794,1.2850817265863925,1.2300817924820044,0.8256300743199483,0.010295813253715288,1.5346926694241425,1.276153419954647,1.2172707073904665,-0.009223371128024797,BNS,1.0,match,1048576,256.0,2.0140454102548583e-20,7.447181763096743e-22
317,BNS,1.1366633207788301,1.0537711503151659,0.9526225049064876,0.9270741221711392,-0.003535007894749748,1.1217561299470837,1.0683355862146318,0.9529524421173119,0.006045806339921048,BNS,1.0,match,1048576,256.0,1.4513542291732685e-20,6.040269834720643e-22
318,BBH,13.168539864936218,9.326264894253994,9.619018854605939,0.7082231583690592,0.24354808604401804,12.701474263908763,9.410946564648162,9.496535714012673,0.25351266207175066,BBH,1.0,match,131072,32.0,2.549597185360716e-19,1.4788110262500625e-20
319,BNS,1.3605651107758505,1.2822364321729025,1.1497397727708005,0.9424293053066151,-0.03032418790871918,1.3127690918931023,1.2760875696106793,1.1267295688738206,-0.036115635662764094,BNS,1.0,match,1048576,256.0,1.8416227381081112e-20,7.0447107220792075e-22
320,BBH,8.63534137720147,8.206653595027436,7.328054004239758,0.9503565911932758,0.5322916755377176,8.800163849490843,8.287944265094911,7.43402045069372,0.5373450034385863,BBH,1.0,match,131072,32.0,1.99971207575632e-19,1.2093061878304379e-20
321,BBH,46.359934905497234,9.15758343516536,16.89928040314667,0.1975322755269762,-0.3589908609239214,47.45972468923468,9.196203638908253,17.11241108267511,-0.35961862592402105,BBH,1.0,match,65536,16.0,3.287821197882591e-19,2.664458112837649e-20
322,BBH,12.280210600651959,10.820620147504718,10.031116175666604,0.8811428809641301,-0.008575511902486123,12.26184703858799,10.573865241796668,9.907199006332325,-0.0022669648334984424,BBH,1.0,match,131072,32.0,2.7001628191000695e-19,1.5026328256440717e-20
323,BBH,16.68840134389866,6.5805215493711975,8.934078717776062,0.3943170717054369,-0.6190492501529131,16.747044538474363,6.750289752949822,9.073036022508779,-0.6428405292542757,BBH,1.0,match,131072,32.0,2.1244090068414155e-19,1.286519150508805e-20
324,BNS,1.5391682923569978,1.5040996095453876,1.324553751084216,0.9772158229962573,0.010804325903106843,1.5002448699606483,1.468915410584412,1.2923157403462702,0.01476140315265815,BNS,1.0,match,1048576,256.0,2.423636952860857e-20,7.913314185412979e-22
325,BBH,31.084912368952672,21.34913786380734,22.347827596392566,0.6868006449691866,-0.02223369972816712,30.938719624082427,22.398765496641193,22.857532444677336,-0.006576521845639477,BBH,1.0,match,65536,16.0,5.996458881608791e-19,3.8668999119363435e-20
326,BNS,1.1190241499821685,1.0291329512546143,0.934056953782105,0.9196700100449248,0.0021488670890810226,1.1424353046034847,1.0194618750421878,0.9391923702066397,0.007154995949168542,BNS,1.0,match,1048576,256.0,1.3611842593733498e-20,5.943754269340993e-22
327,BBH,6.797590952793192,5.0508579926487345,5.08978937742933,0.7430364709681877,-0.09446556169206256,6.944284276026154,4.929881025017321,5.078760574754288,-0.07933205190506532,AMBIGUOUS,0.5,ambiguous,262144,64.0,1.191249599593183e-19,6.2087040097402114e-21
328,BBH,7.432444022836964,7.325077243053599,6.42338021786404,0.9855543103380975,0.5772723478158399,7.564611803170857,7.245672833866313,6.444756879162379,0.555118211345693,BBH,1.0,match,262144,64.0,1.6463766506793856e-19,7.692167349276277e-21
329,BBH,14.987931780242707,9.506707576244915,10.338294415019245,0.6342908224853802,0.16627459611487777,15.160805091840869,9.460252316672307,10.368445527320336,0.15871502430749387,BBH,1.0,match,131072,32.0,2.751075117395865e-19,1.5490802459601847e-20
330,BBH,7.0548028446517765,6.617008884440252,5.947339705443678,0.9379438419681119,-0.10314498058342457,7.267082810213796,6.529522882836558,5.995017896803117,-0.0878662086115597,BBH,1.0,match,262144,64.0,1.5410595793309012e-19,7.01621208730745e-21
331,BNS,1.0642088515654644,1.0492807697481106,0.9199222524890299,0.985972601340992,-0.01216607914537067,1.0519342988334428,1.0398480833645551,0.9104829273431784,0.0016364614890364568,BNS,1.0,match,1048576,256.0,1.3367900309479211e-20,5.86924167521711e-22
332,BNS,1.6608681959247993,1.285284297332327,1.2698416801526502,0.7738629112689217,0.012132169727616954,1.6794808541522919,1.278664538268548,1.2733714364015505,0.013195208629918393,BNS,1.0,match,1048576,256.0,2.124404822631453e-20,7.642233613410964e-22
333,BBH,23.668340248677435,7.312202399061804,11.084390071464748,0.3089444516275451,-0.0879721599499954,23.26336242509375,7.328099441913512,11.012305685166922,-0.0700712692423458,BBH,1.0,match,131072,32.0,2.4903371923889933e-19,1.552263033344961e-20
334,BNS,1.2495481759387204,1.0295677786007797,0.9864872672204954,0.8239520479691143,-0.02571060814697753,1.2390392672685488,1.0185761966043587,0.9770508379249564,-0.030464634871371275,BNS,1.0,match,1048576,256.0,1.328966805141561e-20,6.213429972017697e-22
335,BNS,1.0935663856088007,1.0514309532343182,0.9334481400944363,0.9614697078028553,-0.006341784019415126,1.0598684765235546,1.0577167891965302,0.9217319519544948,-0.00967239781157187,BNS,1.0,match,1048576,256.0,1.4711049441063874e-20,5.940263152973311e-22
336,BBH,11.594607192956323,11.471133223405214,10.039774032156965,0.9893507414700415,0.1823917168049058,12.172929272942758,11.261159699868477,10.191012042548707,0.20210523479512313,BBH,1.0,match,131072,32.0,2.745188988301816e-19,1.5242209756216878e-20
337,BNS,1.6230715035620356,1.261742098654911,1.2438310573091582,0.777379244158904,0.012332282316194092,1.6305594563751364,1.2919315365144068,1.2618131444623932,0.011946169059859442,BNS,1.0,match,1048576,256.0,2.268228500809742e-20,7.514051378883686e-22
338,BNS,1.0576010503789748,1.0531579566618143,0.9187587787056992,0.9957988943793424,0.013596037768076998,1.0455925796784256,1.0400814970219079,0.9078385680134325,0.031209186286563814,BNS,1.0,match,1048576,256.0,1.2536894018880691e-20,5.864563205806705e-22
339,BBH,11.974333014772553,6.702567724905077,7.734541314880039,0.5597445566810461,0.09623674630839206,11.777500899281398,6.9137490986065915,7.80067864732522,0.08194047534638882,BBH,1.0,match,131072,32.0,1.8958492251928568e-19,1.2302894798644239e-20
340,BNS,1.0599908345853484,1.0353819933615922,0.9119885149978918,0.9767839113124193,0.013663609699276632,1.1248523358026339,1.0128919727435388,0.9289750167475102,0.005460186863949784,BNS,1.0,match,1048576,256.0,1.3995475367596462e-20,5.829044461312597e-22
341,BBH,30.34109946132994,27.348498505182263,25.070291204243347,0.9013680779774715,0.11899394131225187,29.929970557449273,26.761262941913085,24.630008151884088,0.10071592729839902,BBH,1.0,match,65536,16.0,6.83262002075164e-19,4.338048421196801e-20
342,BNS,1.22248225212874,1.1812954349341718,1.0461206938038619,0.96630886287073,-0.027486182636492742,1.2299535793527976,1.2024122425006407,1.058667272595873,-0.00856479617009969,BNS,1.0,match,1048576,256.0,1.4008041823719244e-20,6.520762694741339e-22
343,BBH,44.388251764288185,11.049163688760588,18.433078556034484,0.24892090248190413,0.24219987531554443,44.035636543729346,10.975699449180057,18.300015279288385,0.2305839235128435,BBH,1.0,match,65536,16.0,4.1088654023789206e-19,3.2823423130047716e-20
344,BBH,16.157614624739814,15.198283625373175,13.6407806392585,0.9406266938748647,0.6094218505640436,15.766471501024022,15.495817791940448,13.607089808618246,0.6046894446699762,BBH,1.0,match,65536,16.0,3.6985130626068227e-19,2.8511421490704987e-20
345,BNS,1.3204548855634552,1.090837920464417,1.0438552664025071,0.8261076787935411,-0.01028241644071513,1.3062706386855754,1.081917067799554,1.0340048854126747,0.000495533524965216,BNS,1.0,match,1048576,256.0,1.7756498309198117e-20,6.509178243739027e-22
346,BBH,41.8787587347954,29.115220611246684,30.298702280340002,0.6952264463143222,0.3400238480713448,41.877820883447406,27.81374957934094,29.58762589645241,0.3597323772949985,BBH,1.0,match,65536,16.0,8.175632377363422e-19,5.166785998568546e-20
347,BBH,32.281277875256364,6.81018927746758,12.21376462669746,0.2109640548860551,-0.4642668498856143,31.815139748023192,6.840738342726755,12.167433461725684,-0.4882970119031677,BBH,1.0,match,65536,16.0,2.471820962267926e-19,2.164850808228087e-20
348,BBH,18.929457866193236,12.64663903362378,13.415173386750123,0.6680930390621405,0.043064144901116985,18.811474555505324,12.457921716887508,13.27080179791484,0.06321970082133038,BBH,1.0,match,65536,16.0,3.611171577538463e-19,2.663306316381418e-20
349,BBH,42.31495135414036,27.16866285277358,29.373844143548773,0.642058231980343,-0.09491268394114148,43.51807288256601,26.95063164948577,29.644484632937278,-0.09847946522685805,BBH,1.0,match,65536,16.0,7.837181827972952e-19,4.608688812051054e-20
350,BNS,1.7508363334364625,1.2199469219712276,1.268170651050835,0.6967795325430395,0.03370555554707901,1.8068647517434746,1.2302546786478539,1.293183124473405,0.05188796971912208,BNS,1.0,match,1048576,256.0,2.3450017266575943e-20,7.633145021723242e-22
